label,detected_language,num_comment_lines,comment_ratio,avg_comment_length_words,comment_to_code_ratio,num_block_comments,num_docstrings,avg_identifier_length,avg_function_name_length,single_char_name_ratio,lexical_diversity,snake_case_ratio,camel_case_ratio,naming_consistency,total_lines,empty_line_ratio,avg_line_length,max_line_length,uses_tabs,trailing_whitespace_ratio,operator_spacing_consistency,ast_depth,unique_node_type_ratio,ast_nodes_per_line,avg_function_length,max_function_length,avg_args_per_function,function_density,class_density,import_density,if_density,for_density,while_density,try_density,lambda_density,max_nesting_depth,avg_nesting_depth,cyclomatic_complexity_approx,char_entropy,token_entropy,perplexity,model_available,source
1,python,0,0.0,0.0,0.0,0,0,1.9411764705882353,0.0,0.7058823529411765,0.5294117647058824,0.0,0.0,0.0,9,0.2222222222222222,19.714285714285715,38,0,0.0,1.0,9,0.4069767441860465,12.285714285714286,0.0,0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,2,1.5,3.0,4.255820963564151,4.500138107159236,-1.0,0,AIGCodeSet
1,python,8,0.24242424242424243,7.125,0.34872761545711595,0,0,5.951219512195122,5.0,0.1951219512195122,0.4146341463414634,0.3902439024390244,0.0,0.3902439024390244,33,0.21212121212121213,39.53846153846154,138,0,0.0,1.0,11,0.20704845814977973,8.73076923076923,26.0,26,4.0,0.038461538461538464,0.0,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,3,2.0,3.0,4.580682995237332,5.6235552618791065,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.0,0.0,0.7,0.4,0.0,0.0,0.0,8,0.0,12.375,23,0,0.0,1.0,8,0.32098765432098764,10.125,0.0,0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,2,1.5,3.0,4.121552323119774,4.061857391237816,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.391891891891892,0.0,0.5540540540540541,0.32432432432432434,0.0,0.0,0.0,25,0.16,22.80952380952381,39,0,0.04,1.0,11,0.12828947368421054,14.476190476190476,0.0,0,0.0,0.0,0.0,0.0,0.14285714285714285,0.19047619047619047,0.0,0.0,0.0,3,1.8571428571428572,8.0,4.227515072100084,4.917180605873114,-1.0,0,AIGCodeSet
1,python,2,0.02702702702702703,2.0,0.03563129357087529,0,0,3.4838709677419355,5.75,0.29838709677419356,0.31451612903225806,0.0,0.0,0.0,74,0.3108108108108108,23.88235294117647,57,0,0.0,1.0,14,0.09612403100775194,12.647058823529411,6.5,17,0.75,0.0784313725490196,0.0,0.058823529411764705,0.11764705882352941,0.11764705882352941,0.0,0.0,0.0,4,1.875,3.25,4.416090644742572,5.30101315328919,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.423076923076923,10.0,0.43846153846153846,0.3,0.08461538461538462,0.0,0.08461538461538462,51,0.09803921568627451,22.108695652173914,53,0,0.0,1.0,17,0.10622710622710622,11.869565217391305,6.0,10,3.0,0.043478260869565216,0.0,0.043478260869565216,0.13043478260869565,0.06521739130434782,0.021739130434782608,0.0,0.0,5,2.25,5.5,4.545510031432716,5.323490302471413,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,1.7857142857142858,0.0,0.75,0.42857142857142855,0.0,0.0,0.0,10,0.0,10.4,21,0,0.0,1.0,10,0.25,11.2,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,1,1.0,2.0,4.3641054054150406,4.154856487584727,-1.0,0,AIGCodeSet
1,python,3,0.125,4.0,0.16666666666666666,0,0,2.6133333333333333,0.0,0.4533333333333333,0.3466666666666667,0.0,0.0,0.0,24,0.16666666666666666,28.55,66,0,0.0,1.0,18,0.10263929618768329,17.05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,2,1.25,5.0,4.989582179938638,4.876385580347411,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.8636363636363638,0.0,0.4090909090909091,0.5,0.0,0.0,0.0,19,0.3684210526315789,23.0,38,0,0.0,1.0,11,0.19487179487179487,16.25,0.0,0,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,1,1.0,3.0,4.63745534034131,4.79086815330779,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.0,0.0,0.4444444444444444,0.5555555555555556,0.0,0.0,0.0,6,0.0,11.5,16,0,0.0,1.0,8,0.41509433962264153,8.833333333333334,0.0,0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,1,1.0,2.0,4.195066560895011,3.664707005514711,-1.0,0,AIGCodeSet
1,python,2,0.1,2.5,0.09090909090909091,0,0,2.3260869565217392,5.0,0.5869565217391305,0.34782608695652173,0.0,0.0,0.0,20,0.05,17.526315789473685,38,0,0.0,1.0,11,0.19383259911894274,11.947368421052632,2.0,2,0.0,0.05263157894736842,0.0,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.0,0.0,0.0,3,1.6666666666666667,6.0,4.828303358127869,4.974699090075084,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,4.0,8.0,0.3157894736842105,0.5263157894736842,0.10526315789473684,0.0,0.10526315789473684,24,0.4166666666666667,21.642857142857142,40,0,0.0,1.0,9,0.2564102564102564,11.142857142857142,2.0,2,1.5,0.14285714285714285,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,0.0,0.0,1,1.0,1.0,4.596173962207617,4.89236595642421,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.0,0.0,0.4444444444444444,0.5,0.0,0.0,0.0,7,0.0,16.571428571428573,23,0,0.0,1.0,7,0.3037974683544304,11.285714285714286,0.0,0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,2,1.5,3.0,4.17937147251176,4.022308061382248,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.9444444444444446,0.0,0.3333333333333333,0.6111111111111112,0.0,0.0,0.0,8,0.25,15.5,33,0,0.0,0.0,11,0.3026315789473684,12.666666666666666,0.0,0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,1,1.0,2.0,4.232600101856646,4.049165713333734,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.9615384615384617,5.5,0.5384615384615384,0.3076923076923077,0.11538461538461539,0.0,0.11538461538461539,21,0.19047619047619047,18.764705882352942,28,0,0.0,1.0,10,0.24358974358974358,9.176470588235293,7.5,8,1.0,0.11764705882352941,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.0,2,1.5714285714285714,3.0,3.9668788352285027,4.417327859234676,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.7580645161290325,0.0,0.3709677419354839,0.25806451612903225,0.08064516129032258,0.0,0.08064516129032258,20,0.0,27.4,61,0,0.0,1.0,11,0.11731843575418995,17.9,0.0,0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.0,0.0,2,1.3333333333333333,4.0,4.14994291211782,4.5777045889791825,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.0821917808219177,0.0,0.3150684931506849,0.3698630136986301,0.0,0.0,0.0,28,0.17857142857142858,26.434782608695652,42,0,0.0,1.0,13,0.13175675675675674,12.869565217391305,0.0,0,0.0,0.0,0.0,0.043478260869565216,0.08695652173913043,0.21739130434782608,0.0,0.0,0.0,4,2.857142857142857,8.0,3.929355484269004,4.924295790533525,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.925,3.6666666666666665,0.2,0.475,0.225,0.0,0.225,21,0.19047619047619047,21.0,47,0,0.0,1.0,11,0.2346368715083799,10.529411764705882,5.333333333333333,9,0.6666666666666666,0.17647058823529413,0.0,0.0,0.058823529411764705,0.11764705882352941,0.0,0.0,0.0,2,1.3333333333333333,1.3333333333333333,4.171289697957769,4.733673273047541,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.404255319148936,6.5,0.4574468085106383,0.2978723404255319,0.031914893617021274,0.0,0.031914893617021274,32,0.28125,31.17391304347826,74,0,0.0,1.0,17,0.12340425531914893,20.434782608695652,13.0,24,2.0,0.08695652173913043,0.0,0.043478260869565216,0.13043478260869565,0.13043478260869565,0.0,0.0,0.0,4,2.125,3.5,4.422120766023837,5.009986705039345,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.473684210526316,7.0,0.6052631578947368,0.21052631578947367,0.0,0.0,0.0,17,0.0,28.470588235294116,59,0,0.0,1.0,17,0.15447154471544716,14.470588235294118,16.0,16,0.0,0.058823529411764705,0.0,0.0,0.17647058823529413,0.23529411764705882,0.0,0.0,0.0,5,3.375,8.0,3.7385065545651894,4.528066570939553,-1.0,0,AIGCodeSet
1,python,1,0.02857142857142857,5.0,0.07443820224719101,0,0,3.9577464788732395,3.0,0.15492957746478872,0.29577464788732394,0.323943661971831,0.0,0.323943661971831,35,0.2,24.214285714285715,53,0,0.0,1.0,13,0.1461794019933555,10.75,13.0,13,1.0,0.03571428571428571,0.0,0.0,0.03571428571428571,0.07142857142857142,0.0,0.0,0.0,3,1.75,4.0,4.157904046937414,4.934774552255061,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.8421052631578947,0.0,0.3684210526315789,0.5789473684210527,0.0,0.0,0.0,9,0.2222222222222222,19.714285714285715,36,0,0.0,1.0,11,0.3229166666666667,13.714285714285714,0.0,0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,2,1.5,3.0,4.1727799094370805,4.337024334475739,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.7755102040816326,0.0,0.32653061224489793,0.40816326530612246,0.0,0.0,0.04081632653061224,21,0.047619047619047616,19.3,36,0,0.0,0.7857142857142857,14,0.16883116883116883,11.55,0.0,0,0.0,0.0,0.0,0.0,0.15,0.1,0.0,0.0,0.0,4,2.4,6.0,4.165687266379368,4.878532728973707,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.7333333333333334,0.0,0.3333333333333333,0.5333333333333333,0.0,0.0,0.0,6,0.0,18.666666666666668,26,0,0.0,1.0,9,0.38571428571428573,11.666666666666666,0.0,0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,2,1.5,3.0,4.078443795831625,4.181624489699322,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.066666666666667,0.0,0.4,0.4666666666666667,0.0,0.0,0.0,10,0.3,16.0,29,0,0.0,1.0,8,0.4,10.714285714285714,0.0,0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,1,1.0,2.0,4.471405263408453,4.040240000427044,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.9302325581395348,5.5,0.3372093023255814,0.2558139534883721,0.023255813953488372,0.0,0.023255813953488372,25,0.16,31.238095238095237,74,0,0.0,1.0,16,0.1462140992167102,18.238095238095237,4.0,6,3.0,0.09523809523809523,0.0,0.0,0.14285714285714285,0.23809523809523808,0.0,0.0,0.0,6,2.8,4.5,4.407882218858324,4.963325458534158,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.4545454545454546,0.0,0.5454545454545454,0.7272727272727273,0.0,0.0,0.0,3,0.0,18.666666666666668,32,0,0.0,1.0,9,0.375,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,4.108012127256118,3.732914563979398,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.0714285714285716,4.0,0.42857142857142855,0.6428571428571429,0.0,0.0,0.0,9,0.1111111111111111,20.375,36,0,0.0,1.0,11,0.42528735632183906,10.875,6.0,6,0.0,0.125,0.0,0.0,0.25,0.0,0.0,0.0,0.0,2,1.3333333333333333,3.0,4.123827834663114,4.384764369649507,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.0,0.0,0.5,0.5,0.0,0.0,0.0,5,0.0,14.4,25,0,0.0,1.0,8,0.42592592592592593,10.8,0.0,0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,1,1.0,2.0,4.091473614823009,3.8667292966721747,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,1.4827586206896552,0.0,0.8620689655172413,0.2413793103448276,0.0,0.0,0.0,25,0.08,17.26086956521739,24,0,0.04,1.0,9,0.14349775784753363,9.695652173913043,0.0,0,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,2,1.5,3.0,3.610330803756899,3.9162482291654257,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.772727272727273,0.0,0.38636363636363635,0.4090909090909091,0.0,0.0,0.0,14,0.21428571428571427,22.727272727272727,48,0,0.0,1.0,13,0.1875,17.454545454545453,0.0,0,0.0,0.0,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,1,1.0,2.0,4.545734115540738,4.636696060556253,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.5054945054945055,4.0,0.27472527472527475,0.27472527472527475,0.03296703296703297,0.0,0.03296703296703297,46,0.15217391304347827,22.564102564102566,59,0,0.0,1.0,14,0.1192468619246862,12.256410256410257,40.0,40,0.0,0.02564102564102564,0.0,0.0,0.20512820512820512,0.10256410256410256,0.02564102564102564,0.0,0.0,4,2.5714285714285716,14.0,4.576840574607332,5.067673663870846,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,1.3333333333333333,5.0,0.9166666666666666,0.5,0.0,0.0,0.0,5,0.0,19.2,27,0,0.0,1.0,9,0.4583333333333333,9.6,5.0,5,5.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2,1.5,2.0,3.5462407470562023,3.858802914461594,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.6923076923076925,0.0,0.4230769230769231,0.38461538461538464,0.0,0.0,0.0,14,0.14285714285714285,19.0,37,0,0.0,1.0,13,0.22916666666666666,12.0,0.0,0,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,3,2.0,4.0,3.9995171992901954,4.499983051801462,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,4.310344827586207,8.5,0.1810344827586207,0.23275862068965517,0.05172413793103448,0.0,0.05172413793103448,43,0.09302325581395349,27.666666666666668,71,0,0.0,1.0,13,0.11333333333333333,11.538461538461538,5.5,9,2.25,0.10256410256410256,0.02564102564102564,0.0,0.05128205128205128,0.05128205128205128,0.07692307692307693,0.0,0.0,3,1.5454545454545454,2.0,4.261651410069134,5.076201924743499,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.4444444444444446,0.0,0.5555555555555556,0.5,0.0,0.0,0.0,4,0.0,24.75,36,0,0.0,1.0,12,0.27380952380952384,21.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1,1.0,2.0,4.137075324721959,3.9594911601991534,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.0,0.0,0.72,0.4,0.0,0.0,0.0,14,0.14285714285714285,12.333333333333334,21,0,0.0,1.0,8,0.3302752293577982,9.083333333333334,0.0,0,0.0,0.0,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,2,1.3333333333333333,4.0,4.089527570731768,4.40307663112264,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.107142857142857,0.0,0.32142857142857145,0.39285714285714285,0.0,0.0,0.0,17,0.0,16.941176470588236,33,0,0.0,0.8,10,0.25316455696202533,9.294117647058824,0.0,0,0.0,0.0,0.0,0.0,0.17647058823529413,0.058823529411764705,0.0,0.0,0.0,3,2.0,5.0,4.415130008969516,4.680386395929789,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,4.590909090909091,0.0,0.3484848484848485,0.3939393939393939,0.15151515151515152,0.0,0.15151515151515152,17,0.17647058823529413,34.714285714285715,94,0,0.0,1.0,12,0.13733905579399142,16.642857142857142,0.0,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,1,1.0,3.0,4.645914134540147,4.733042915730526,-1.0,0,AIGCodeSet
1,python,12,0.4,7.0,0.5566037735849056,0,0,5.121951219512195,0.0,0.21951219512195122,0.3902439024390244,0.1951219512195122,0.0,0.1951219512195122,30,0.2,38.5,84,0,0.0,1.0,11,0.21359223300970873,8.583333333333334,0.0,0,0.0,0.0,0.0,0.0,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,2,1.3333333333333333,4.0,4.444441617630345,5.476461538002944,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.6470588235294117,7.0,0.5735294117647058,0.39705882352941174,0.08823529411764706,0.0,0.08823529411764706,42,0.2619047619047619,18.677419354838708,40,0,0.0,1.0,10,0.17549668874172186,9.741935483870968,6.0,6,2.0,0.03225806451612903,0.0,0.03225806451612903,0.12903225806451613,0.06451612903225806,0.0,0.0,0.0,2,1.5714285714285714,7.0,4.329561532403565,5.302023737594908,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.6923076923076925,0.0,0.38461538461538464,0.5384615384615384,0.0,0.0,0.0,8,0.0,11.75,23,0,0.0,1.0,9,0.3815789473684211,9.5,0.0,0,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,2,1.5,3.0,4.199599849535937,4.002065966387578,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.9054054054054053,8.0,0.35135135135135137,0.28378378378378377,0.10810810810810811,0.0,0.10810810810810811,26,0.15384615384615385,29.545454545454547,55,0,0.0,1.0,16,0.12461059190031153,14.590909090909092,10.0,11,2.0,0.09090909090909091,0.0,0.0,0.13636363636363635,0.13636363636363635,0.0,0.0,0.0,4,2.25,3.5,4.194931592583991,4.763649556595065,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.619047619047619,0.0,0.23809523809523808,0.5714285714285714,0.0,0.0,0.09523809523809523,13,0.3076923076923077,17.88888888888889,32,0,0.0,1.0,10,0.27722772277227725,11.222222222222221,0.0,0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,1,1.0,2.0,4.4089502083498395,4.421622923150522,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.067901234567901,5.8,0.5864197530864198,0.2037037037037037,0.0,0.012345679012345678,0.012345679012345678,50,0.12,23.931818181818183,59,0,0.02,1.0,16,0.07309941520467836,15.545454545454545,4.6,8,2.4,0.11363636363636363,0.022727272727272728,0.0,0.045454545454545456,0.1590909090909091,0.022727272727272728,0.0,0.0,3,1.6666666666666667,2.2,4.658593703309984,5.2483720411029795,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.6551724137931036,0.0,0.4827586206896552,0.41379310344827586,0.0,0.0,0.0,15,0.13333333333333333,18.46153846153846,43,0,0.0,1.0,11,0.23837209302325582,13.23076923076923,0.0,0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,2,1.5,3.0,4.317087794239424,4.560486212447296,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.707317073170732,0.0,0.34146341463414637,0.34146341463414637,0.0,0.0,0.0,7,0.0,40.285714285714285,87,0,0.0,1.0,14,0.16574585635359115,25.857142857142858,0.0,0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,1,1.0,2.0,4.687793510339556,4.4976265222509,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.119047619047619,3.0,0.5238095238095238,0.23809523809523808,0.0,0.0,0.0,21,0.09523809523809523,29.263157894736842,64,0,0.0,1.0,18,0.09921671018276762,20.157894736842106,9.0,9,2.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.15789473684210525,0.0,0.0,0.0,4,2.2,5.0,4.315763272567768,4.7030981600542745,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.235294117647059,0.0,0.29411764705882354,0.5294117647058824,0.0,0.0,0.0,11,0.18181818181818182,13.555555555555555,23,0,0.0,1.0,8,0.3466666666666667,8.333333333333334,0.0,0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,2,1.5,3.0,4.127656460732837,4.102974419267672,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,3.4166666666666665,5.0,0.4479166666666667,0.34375,0.0,0.0,0.0,30,0.16666666666666666,26.24,67,0,0.1,1.0,14,0.10275689223057644,15.96,24.0,24,0.0,0.04,0.0,0.08,0.0,0.2,0.0,0.0,0.0,3,2.0,6.0,4.651596735294458,5.050769740790082,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,5.72093023255814,0.0,0.11627906976744186,0.24031007751937986,0.27906976744186046,0.0,0.27906976744186046,43,0.13953488372093023,36.5945945945946,89,0,0.0,1.0,11,0.0974264705882353,14.702702702702704,0.0,0,0.0,0.0,0.0,0.05405405405405406,0.10810810810810811,0.02702702702702703,0.0,0.0,0.0,3,1.6,6.0,4.411474014761687,5.188599984083001,-1.0,0,AIGCodeSet
1,python,5,0.21739130434782608,3.6,0.2328767123287671,0,0,4.019607843137255,0.0,0.5098039215686274,0.3137254901960784,0.23529411764705882,0.0,0.23529411764705882,23,0.13043478260869565,28.05,57,0,0.0,1.0,12,0.1799163179916318,11.95,0.0,0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,2,1.6666666666666667,4.0,4.566755404149789,5.119182865426029,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,4.086956521739131,9.5,0.34782608695652173,0.3695652173913043,0.043478260869565216,0.0,0.043478260869565216,17,0.11764705882352941,29.133333333333333,96,0,0.0,1.0,14,0.20297029702970298,13.466666666666667,6.5,9,0.5,0.13333333333333333,0.0,0.0,0.13333333333333333,0.2,0.0,0.0,0.0,5,2.4285714285714284,3.0,4.169566894400262,4.701112321325143,-1.0,0,AIGCodeSet
1,python,0,0.0,0.0,0.0,0,0,2.8947368421052633,0.0,0.15789473684210525,0.42105263157894735,0.0,0.0,0.0,12,0.16666666666666666,15.0,25,0,0.0,1.0,8,0.3173076923076923,10.4,0.0,0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,2,1.3333333333333333,4.0,4.299447518549198,4.304807090371584,-1.0,0,AIGCodeSet
